variant,theta_label,log_sigma_v2,log_sigma_w2,sigma_v2,sigma_w2,seed,loglik,grad_log_sigma_v2,grad_log_sigma_w2,grad_norm,finite_loglik,finite_grad,elapsed_s,error
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,127004,-79.31294250488281,19353380864.0,140081168.0,19353887816.164215,1,1,1.7482380867004395,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,134923,-152.6200408935547,1975.59716796875,103.63888549804688,1978.31372352148,1,1,1.860344648361206,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,142842,-74.01355743408203,136895160320.0,-186182565888.0,231093558455.6133,1,1,1.611314296722412,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,150761,-4000084.25,nan,nan,nan,1,0,1.6503279209136963,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,158680,-82.13267517089844,6.294698915056845e+16,-4399415951360.0,6.2946989304307816e+16,1,1,1.65205979347229,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,166599,-81.14788818359375,-5027856908288.0,317882204160.0,5037895809357.413,1,1,1.5583250522613525,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,174518,-146.8627166748047,-132.98280334472656,-63.400390625,147.32289542642314,1,1,1.6425631046295166,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,182437,-153.152099609375,-133.77703857421875,4.7389678955078125,133.86094974413808,1,1,1.6378962993621826,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,190356,-85.33779907226562,123269988352.0,-45257670656.0,131315447611.88297,1,1,1.6140308380126953,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,198275,-76.2875747680664,9051770454016.0,-2926164049920.0,9512990297442.82,1,1,1.981320858001709,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,206194,-148.78697204589844,15445014.0,2093331.0,15586227.642882578,1,1,1.5767152309417725,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,214113,-148.52935791015625,4527.60205078125,116.61912536621094,4529.103702791509,1,1,1.7091012001037598,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,222032,-78.57258605957031,-62941708288.0,-121044975616.0,136431465447.27034,1,1,1.618622064590454,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,229951,-86.60514831542969,-71695972958208.0,1379932700672.0,71709251513890.98,1,1,1.8458681106567383,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,237870,-25000014.0,nan,nan,nan,1,0,1.6043462753295898,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,245789,-84.52266693115234,-33751291658240.0,-8039885701120.0,34695669047975.64,1,1,1.6411488056182861,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,253708,-74.38241577148438,22346643537920.0,-4319115214848.0,22760211634560.72,1,1,1.592108964920044,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,261627,-75.94566345214844,54239455870976.0,170711259807744.0,179120777126291.6,1,1,1.6659228801727295,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,269546,-81.3735122680664,-4.748811336207565e+16,2.798379499257856e+16,5.511999358559481e+16,1,1,1.6397030353546143,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,277465,-84.32604217529297,-356239147008.0,75296669696.0,364109761374.6382,1,1,1.6995048522949219,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,285384,-80.6937026977539,102568281767936.0,-131346366201856.0,166649693486843.16,1,1,2.111003875732422,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,293303,-97.61763000488281,-54275250061312.0,35304413069312.0,64747234314575.6,1,1,1.846470832824707,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,301222,-4000066.0,nan,nan,nan,1,0,1.8637349605560303,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,309141,-86.32077026367188,13569454243840.0,-495054585856.0,13578481782535.354,1,1,1.907813310623169,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,317060,-77.89765930175781,63272594178048.0,-68393503817728.0,93172380770728.02,1,1,1.9101269245147705,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,324979,-151.280029296875,91.38719177246094,7.674076080322266,91.70883416412579,1,1,1.7840960025787354,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,332898,-78.21578216552734,578167177216.0,13246967840768.0,13259578962363.455,1,1,1.6451191902160645,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,340817,-77.3635025024414,-340643318595584.0,43261121003520.0,343379374881913.56,1,1,1.575066089630127,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,348736,-81.41898345947266,195650551808.0,-26432778240.0,197428037999.31738,1,1,1.6385767459869385,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,356655,-82.17897033691406,-103576927993856.0,26690455601152.0,106960555499873.39,1,1,1.6629750728607178,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,364574,-82.8214111328125,6453518663680.0,-8728208211968.0,10854930756754.357,1,1,1.762408971786499,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,372493,-22000020.0,nan,nan,nan,1,0,1.6359899044036865,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,380412,-81.56511688232422,61286805504.0,-48167600128.0,77949921301.92326,1,1,1.6354496479034424,
full,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,388331,-77.44459533691406,3191269417287680.0,3675588451631104.0,4867663809208642.0,1,1,1.5701277256011963,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,300,-75.41288757324219,-383280096.0,255946560.0,460882060.3642572,1,1,1.6789212226867676,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,8219,-76.28514099121094,13200855040.0,-3259506176.0,13597314231.070618,1,1,1.5336589813232422,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,16138,-81.50260925292969,136404736.0,-73445224.0,154920795.6719816,1,1,1.7279789447784424,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,24057,-157.77076721191406,6147.5400390625,1332.034423828125,6290.195882334642,1,1,1.634070634841919,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,31976,-156.083251953125,11.997411727905273,55.74436950683594,57.02080865687139,1,1,1.5772528648376465,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,39895,-20000034.0,nan,nan,nan,1,0,1.610213279724121,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,47814,-4000066.75,nan,nan,nan,1,0,1.545158863067627,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,55733,-70.08975982666016,-6495698944.0,4921795584.0,8149734752.847151,1,1,1.6717867851257324,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,63652,-158.8833770751953,33.69988250732422,23.3812255859375,41.016628224513475,1,1,2.2077748775482178,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,71571,-155.0987548828125,-156.98953247070312,11.095481872558594,157.3811393507946,1,1,2.033898115158081,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,79490,-81.11875915527344,20170519085056.0,-1478591643648.0,20224640254137.38,1,1,2.6577870845794678,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,87409,-82.51387023925781,-236948592.0,126592240.0,268645175.7969982,1,1,2.1755762100219727,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,95328,-83.90869903564453,9787184128.0,-3299043840.0,10328245902.06958,1,1,1.6675913333892822,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,103247,-153.1850128173828,-1466.86962890625,-117.19720458984375,1471.5439826832337,1,1,1.640965223312378,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,111166,-84.27557373046875,-205557137408.0,14064663552.0,206037742902.12546,1,1,1.6255741119384766,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,119085,-79.70889282226562,9912374.0,-4953534.0,11081184.83759891,1,1,1.5776011943817139,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,127004,-81.6904525756836,-33572496867328.0,-6229238218752.0,34145511486763.66,1,1,1.7863190174102783,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,134923,-80.75667572021484,528795762688.0,-1627313799168.0,1711074270626.3142,1,1,1.842668056488037,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,142842,-74.4615478515625,-783499.125,232739.578125,817336.2772455219,1,1,1.5364999771118164,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,150761,-83.95808410644531,-67787015847936.0,16799643992064.0,69837723014345.32,1,1,1.6352460384368896,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,158680,-79.9474868774414,265899280.0,-24727790.0,267046607.73505905,1,1,1.5788581371307373,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,166599,-82.97101593017578,57843319308288.0,-2939423817728.0,57917957500077.555,1,1,1.697493076324463,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,174518,-152.42013549804688,56.125572204589844,11.68101978302002,57.32823107740141,1,1,1.6199040412902832,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,182437,-160.79066467285156,200.83067321777344,48.398704528808594,206.58023599843963,1,1,1.5835151672363281,
full,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,190356,-81.79180145263672,-2979776.75,2789684.75,4081839.105626669,1,1,1.6687719821929932,
