variant,theta_label,log_sigma_v2,log_sigma_w2,sigma_v2,sigma_w2,seed,loglik,grad_log_sigma_v2,grad_log_sigma_w2,grad_norm,finite_loglik,finite_grad,elapsed_s,error
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,24057,-79.20089721679688,2668550.25,-144054.0,2672435.591682438,1,1,1.5931026935577393,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,31976,-79.03751373291016,-17043.154296875,-9492.359375,19508.305792437208,1,1,1.5914902687072754,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,39895,-85.25128173828125,-1911647.5,-42234.08203125,1912113.9824658132,1,1,1.5216739177703857,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,47814,-9000055.0,nan,nan,nan,1,0,1.585223913192749,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,55733,-70.29081726074219,294055.09375,-61288.828125,300374.2975243672,1,1,1.580009937286377,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,63652,-150.88812255859375,69.72773742675781,8.660931587219238,70.26356881495114,1,1,1.5282530784606934,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,71571,-145.8068084716797,69.68684387207031,10.099239349365234,70.41484818052277,1,1,1.5883290767669678,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,79490,-79.3095474243164,97952.3828125,-232562.953125,252349.35400128824,1,1,1.5387189388275146,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,87409,-80.42959594726562,-1880535.25,527794.5625,1953197.3598940608,1,1,1.7349748611450195,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,95328,-81.13778686523438,-223285.28125,1537743.75,1553870.0581087705,1,1,1.5784146785736084,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,103247,-145.88339233398438,68.8279037475586,8.681232452392578,69.37322344518572,1,1,1.5197889804840088,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,111166,-82.21577453613281,-186910.546875,84059.2421875,204942.69621103443,1,1,1.5700218677520752,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,119085,-79.78417205810547,34373.60546875,-23315.3203125,41534.91199215131,1,1,1.5871398448944092,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,127004,-79.31294250488281,923652.625,-584823.4375,1093230.3621463808,1,1,1.5193238258361816,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,134923,-152.6200408935547,69.19619750976562,9.441985130310059,69.83741714161178,1,1,1.5982270240783691,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,142842,-74.01355743408203,-134624240.0,242680928.0,277520663.7541046,1,1,1.5452778339385986,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,150761,-4000084.25,nan,nan,nan,1,0,1.8702239990234375,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,158680,-82.13267517089844,4021622.0,-259525.75,4029987.2364310366,1,1,1.6344690322875977,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,166599,-81.14788818359375,-9670.8359375,7511.39501953125,12245.248991730645,1,1,1.5267722606658936,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,174518,-146.8627166748047,65.01982116699219,9.117265701293945,65.65593406886872,1,1,1.6459729671478271,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,182437,-153.152099609375,75.73023986816406,10.60546588897705,76.46924307989403,1,1,1.5380499362945557,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,190356,-85.33779907226562,-674288.6875,-141092.703125,688892.1432021068,1,1,1.6403379440307617,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,198275,-76.2875747680664,3622390.25,-3395633.25,4965081.700415475,1,1,1.5941083431243896,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,206194,-148.78697204589844,3851.9990234375,-291.6205139160156,3863.022003652075,1,1,1.5263488292694092,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,214113,-148.52935791015625,69.82601928710938,10.207043647766113,70.56809980090985,1,1,1.669173002243042,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,222032,-78.57258605957031,-1498678.625,1848525.0,2379723.1554651246,1,1,1.5990242958068848,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,229951,-86.60514831542969,-22853.193359375,-49370.51953125,54403.27789303251,1,1,1.5798091888427734,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,237870,-25000014.0,nan,nan,nan,1,0,1.562532901763916,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,245789,-84.52266693115234,-27543668.0,-3049494.0,27711966.01741313,1,1,1.5944900512695312,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,253708,-74.38241577148438,-202943.1875,169294.984375,264285.31757778686,1,1,1.526183843612671,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,261627,-75.94566345214844,-65286.77734375,-311212.96875,317987.22492282744,1,1,1.6117680072784424,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,269546,-81.3735122680664,-3562730.0,-725791.5,3635906.813213486,1,1,1.567716121673584,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,277465,-84.32604217529297,-6901198.0,-2160221.75,7231396.25828768,1,1,1.6372101306915283,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,285384,-80.6937026977539,-975673.5,-3883286.0,4003979.13785752,1,1,1.5932302474975586,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,293303,-97.61763000488281,1078946.375,186978.828125,1095028.0189532316,1,1,1.5085070133209229,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,301222,-4000066.0,nan,nan,nan,1,0,1.5867512226104736,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,309141,-86.32077026367188,48322.30859375,18612.3359375,51782.85968233078,1,1,1.5322749614715576,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,317060,-77.89765930175781,12150.654296875,132184.4375,132741.7188265753,1,1,1.5682811737060547,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,324979,-151.280029296875,73.97313690185547,10.357843399047852,74.69477828456183,1,1,1.586467981338501,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,332898,-78.21578216552734,-7350660.5,-182337.75,7352921.653420177,1,1,1.5279972553253174,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,340817,-77.3635025024414,144184.5,188580.84375,237385.56120731504,1,1,1.5850238800048828,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,348736,-81.41898345947266,-3837341.25,-1553927.875,4140033.781221305,1,1,1.5938360691070557,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,356655,-82.17897033691406,-1194885.125,1035369.1875,1581056.5506555026,1,1,1.5234203338623047,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,364574,-82.8214111328125,123435.28125,-113240.75,167510.40599863968,1,1,1.5897581577301025,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,372493,-22000020.0,nan,nan,nan,1,0,1.4544260501861572,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,380412,-81.56511688232422,186968.0,1361667.375,1374443.5503735286,1,1,1.5942790508270264,
stop_ot_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,388331,-77.44459533691406,925558.125,-521898.75,1062561.1267146366,1,1,1.5938920974731445,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,300,-75.41288757324219,4925.8310546875,-3214.76220703125,5882.049611069275,1,1,1.5851290225982666,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,8219,-76.28514099121094,-476935.125,-33551.8671875,478113.83712514874,1,1,1.5919392108917236,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,16138,-81.50260925292969,-3768.4384765625,2610.85546875,4584.505952699645,1,1,1.5632829666137695,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,24057,-157.77076721191406,77.56015014648438,13.482795715332031,78.72332990319056,1,1,1.6385002136230469,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,31976,-156.083251953125,75.50113677978516,11.544487953186035,76.37864136747318,1,1,1.607940912246704,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,39895,-20000034.0,nan,nan,nan,1,0,1.485048770904541,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,47814,-4000066.75,nan,nan,nan,1,0,1.602656602859497,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,55733,-70.08975982666016,60029.390625,-38202.890625,71154.68073791458,1,1,1.8215837478637695,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,63652,-158.8833770751953,76.38825988769531,13.223743438720703,77.52440673235229,1,1,1.5366871356964111,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,71571,-155.0987548828125,77.40087127685547,12.170880317687988,78.35193170639658,1,1,1.5956141948699951,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,79490,-81.11875915527344,-437273.59375,-71572.734375,443092.37422568485,1,1,1.510033130645752,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,87409,-82.51387023925781,42120.765625,-44665.5546875,61393.571914152664,1,1,1.6004092693328857,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,95328,-83.90869903564453,-189610.140625,-221534.0,291597.8713636852,1,1,1.5826709270477295,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,103247,-153.1850128173828,76.34243774414062,11.090288162231445,77.14377675638728,1,1,1.5331132411956787,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,111166,-84.27557373046875,66520.8359375,-32394.19140625,73989.22388218809,1,1,1.6021580696105957,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,119085,-79.70889282226562,-1711.8311767578125,1151.574951171875,2063.12647355574,1,1,1.6429388523101807,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,127004,-81.6904525756836,-1643011.375,1142812.5,2001376.223636036,1,1,1.5287649631500244,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,134923,-80.75667572021484,-28871.25,-100182.296875,104259.4920557027,1,1,1.590259075164795,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,142842,-74.4615478515625,5607.1650390625,2426.242919921875,6109.578911983689,1,1,1.5034730434417725,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,150761,-83.95808410644531,-213618.953125,443887.375,492614.5134063871,1,1,1.583510160446167,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,158680,-79.9474868774414,-11205.2119140625,7019.7470703125,13222.46659932288,1,1,1.6395518779754639,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,166599,-82.97101593017578,-57317.3359375,-126617.078125,138986.19165904424,1,1,1.5527806282043457,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,174518,-152.42013549804688,75.5859603881836,12.553296089172363,76.62129371464886,1,1,1.583364725112915,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,182437,-160.79066467285156,74.7536849975586,13.775896072387695,76.01242486140963,1,1,1.5780589580535889,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,190356,-81.79180145263672,-8708.2734375,-12716.0390625,15412.06266861428,1,1,1.520780086517334,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,198275,-73.52659606933594,-54640.203125,-22849.326171875,59225.36200015996,1,1,1.5814483165740967,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,206194,-163.3292694091797,81.3830337524414,13.795059204101562,82.5439388519574,1,1,1.610105276107788,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,214113,-78.0395736694336,2496.61279296875,-2414.50732421875,3473.1716134854623,1,1,1.5644862651824951,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,222032,-83.31037139892578,-11289.7529296875,-65.2708740234375,11289.94160748333,1,1,1.6339070796966553,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,229951,-81.96792602539062,-2834.120849609375,20606.490234375,20800.473090042517,1,1,1.6428380012512207,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,237870,-91.72917175292969,7686602.5,1780561.25,7890136.650147944,1,1,1.5669052600860596,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,245789,-166.5751495361328,108.34039306640625,15.469341278076172,109.43921275923452,1,1,1.6156728267669678,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,253708,-72.19062805175781,-25081.716796875,97447.6953125,100623.78366567456,1,1,1.5313069820404053,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,261627,-76.65933990478516,-149215.71875,164200.9375,221872.21231591396,1,1,1.6158831119537354,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,269546,-83.26707458496094,65892.828125,13584.83203125,67278.61814594638,1,1,1.5871281623840332,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,277465,-157.54649353027344,79.5322036743164,12.155908584594727,80.45581106924453,1,1,1.5302200317382812,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,285384,-82.92452239990234,33350.87109375,-23659.1640625,40890.54471205074,1,1,1.5892021656036377,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,293303,-78.2751693725586,447073.0,-303756.625,540501.9468608699,1,1,1.582448959350586,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,301222,-73.93766784667969,237759.6875,120736.7109375,266659.000163323,1,1,1.5236878395080566,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,309141,-83.4688720703125,11756.4072265625,7977.2490234375,14207.378817315512,1,1,1.7043981552124023,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,317060,-80.35370635986328,2766.37890625,-13262.7568359375,13548.194386786448,1,1,1.5859391689300537,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,324979,-161.00332641601562,79.05224609375,14.036188125610352,80.28868033268661,1,1,1.6388258934020996,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,332898,-80.36068725585938,21887.103515625,6144.650390625,22733.280201649126,1,1,1.6037108898162842,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,340817,-79.04198455810547,11786.7802734375,-14824.892578125,18939.52557925465,1,1,1.5223422050476074,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,348736,-81.54220581054688,-22111.296875,16817.373046875,27780.09153498495,1,1,1.6066482067108154,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,356655,-82.15233612060547,-6230.9453125,4165.8623046875,7495.271057739138,1,1,1.8079097270965576,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,364574,-79.04366302490234,-5626.07373046875,2968.974609375,6361.408322988235,1,1,1.5202791690826416,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,372493,-162.780517578125,89.8290786743164,11.361783981323242,90.54475970874725,1,1,1.579883098602295,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,380412,-81.97293853759766,-11563.8720703125,-9134.8017578125,14736.612243425821,1,1,1.5121290683746338,
stop_ot_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,388331,-78.85911560058594,-257128.890625,-54918.8125,262928.3977824635,1,1,1.5932810306549072,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,300,-81.91443634033203,507263.34375,55240.6015625,510262.30898765934,1,1,1.5953941345214844,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,8219,-82.33846282958984,2525674.75,-1504848.25,2940000.203795167,1,1,1.5781848430633545,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,16138,-79.87374114990234,-727661.375,-924399.3125,1176437.4890394148,1,1,1.5999150276184082,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,24057,-80.69508361816406,-93260528.0,223278288.0,241972560.37627435,1,1,1.514159917831421,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,31976,-76.11717987060547,9716144.0,77389560.0,77997098.9923493,1,1,1.5902070999145508,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,39895,-25000020.0,nan,nan,nan,1,0,1.5305438041687012,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,47814,-4000081.25,nan,nan,nan,1,0,1.5341150760650635,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,55733,-73.47564697265625,-154381.90625,-81695.2421875,174665.0668378141,1,1,1.6279487609863281,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,63652,-95.16607666015625,-3266611.0,1493597.125,3591876.918427087,1,1,1.5849051475524902,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,71571,-134.7486572265625,57.530906677246094,7.680797100067139,58.041363416088004,1,1,1.5546140670776367,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,79490,-79.77620697021484,-3689166.75,-850797.5,3786001.5445469394,1,1,1.6368000507354736,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,87409,-79.08204650878906,822127.625,2863902.25,2979568.748886859,1,1,1.6536719799041748,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,95328,-81.96444702148438,-5241390.0,-1288964.125,5397554.784125587,1,1,1.5335166454315186,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,103247,-136.09521484375,56.96802520751953,6.253941059112549,57.31027547321191,1,1,1.6450529098510742,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,111166,-85.19171905517578,3745073.5,1310983.5,3967902.879062755,1,1,1.6166889667510986,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,119085,-89.35872650146484,10835.92578125,-3565.248046875,11407.378365448585,1,1,1.5302228927612305,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,127004,-90.27175903320312,-79282800.0,-11670664.0,80137174.73208608,1,1,1.6156327724456787,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,134923,-82.01411437988281,101028.9375,21410.318359375,103272.68731193498,1,1,1.6391448974609375,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,142842,-74.58789825439453,-52507.3671875,62606.0390625,81710.09568014364,1,1,1.5347590446472168,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,150761,-86.50975036621094,464725.875,2505862.0,2548590.6893690317,1,1,1.605459213256836,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,158680,-84.3789291381836,5801449.0,1439762.0,5977434.660140168,1,1,1.522552728652954,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,166599,-79.50888061523438,1205626.125,-900425.3125,1504759.149057828,1,1,1.6004929542541504,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,174518,-135.8587646484375,61.71354675292969,7.191492557525635,62.1311469235116,1,1,1.6325421333312988,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,182437,-91.42543029785156,10991069.0,-50637376.0,51816478.51724523,1,1,1.528721809387207,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,190356,-4000075.5,nan,nan,nan,1,0,1.586756944656372,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,198275,-74.57081604003906,-220423.734375,-427695.59375,481155.0099385702,1,1,1.6329410076141357,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,206194,-78.89466857910156,-23631546.0,-3696734.5,23918942.54170962,1,1,1.5699279308319092,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,214113,-83.6233139038086,-6716.1328125,-478249.8125,478296.96799816773,1,1,1.6020238399505615,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,222032,-81.5738525390625,-16234851.0,-5896277.5,17272419.498993397,1,1,1.5147631168365479,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,229951,-83.64358520507812,975479.875,625398.4375,1158742.5046823202,1,1,1.58229660987854,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,237870,-73.24048614501953,50806736.0,2539581.5,50870167.0644872,1,1,1.5893430709838867,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,245789,-4000075.25,nan,nan,nan,1,0,1.5072791576385498,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,253708,-87.97284698486328,11334872.0,4982118.0,12381470.955516877,1,1,1.5972039699554443,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,261627,-81.5235824584961,-1437606.0,61135.44921875,1438905.33197538,1,1,1.8437001705169678,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,269546,-81.6793441772461,468839.15625,566414.0,735278.8408686952,1,1,1.5720090866088867,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,277465,-95.0009536743164,-105346.78125,122409.3984375,161499.24193495762,1,1,1.6312129497528076,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,285384,-80.75164794921875,316341.15625,-306380.53125,440387.05370005954,1,1,1.6521711349487305,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,293303,-88.9404067993164,-1336315.5,5411091.5,5573656.819083186,1,1,1.5125250816345215,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,301222,-74.65020751953125,-189831.703125,237729.203125,304222.3685559391,1,1,1.6364307403564453,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,309141,-4000074.0,nan,nan,nan,1,0,1.5423200130462646,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,317060,-80.82808685302734,2036513.25,-95820.0546875,2038766.220120855,1,1,1.5938410758972168,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,324979,-145.56741333007812,62.38623809814453,8.834721565246582,63.008689949671336,1,1,1.5950238704681396,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,332898,-79.81666564941406,571556.625,-63213.4765625,575041.6673602952,1,1,1.5773413181304932,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,340817,-81.06749725341797,-582351.8125,-88056.015625,588971.5573860807,1,1,1.610748291015625,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,348736,-81.51329803466797,187104.03125,310308.8125,362352.69783066487,1,1,1.534409999847412,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,356655,-84.55443572998047,-1391158.75,-333344.90625,1430538.88245807,1,1,1.5852279663085938,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,364574,-80.34126281738281,-80588.0390625,159603.953125,178795.56452291043,1,1,1.6100518703460693,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,372493,-10000048.0,nan,nan,nan,1,0,1.563838005065918,
