t,nees_riccati,nees_joseph,cond_riccati_filt,cond_joseph_filt,eigmin_riccati,eigmin_joseph,cov_diff
184,3.3128480911254883,3.312851905822754,17.944271087646484,17.944271087646484,0.5278640389442444,0.5278640985488892,2.6973982585332124e-06
185,3.9100353717803955,3.9100341796875,17.944271087646484,17.944271087646484,0.5278640389442444,0.5278640985488892,2.6973982585332124e-06
186,6.10720157623291,6.107197284698486,17.944271087646484,17.944271087646484,0.5278640389442444,0.5278640985488892,2.6973982585332124e-06
187,5.129620552062988,5.12962007522583,17.944271087646484,17.944271087646484,0.5278640389442444,0.5278640985488892,2.6973982585332124e-06
188,4.133784770965576,4.133783340454102,17.944271087646484,17.944271087646484,0.5278640389442444,0.5278640985488892,2.6973982585332124e-06
189,8.33874797821045,8.3387451171875,17.944271087646484,17.944271087646484,0.5278640389442444,0.5278640985488892,2.6973982585332124e-06
190,6.813562870025635,6.813562393188477,17.944271087646484,17.944271087646484,0.5278640389442444,0.5278640985488892,2.6973982585332124e-06
191,6.7494916915893555,6.7494916915893555,17.944271087646484,17.944271087646484,0.5278640389442444,0.5278640985488892,2.6973982585332124e-06
192,6.60031795501709,6.600317478179932,17.944271087646484,17.944271087646484,0.5278640389442444,0.5278640985488892,2.6973982585332124e-06
193,6.567930221557617,6.567930221557617,17.944271087646484,17.944271087646484,0.5278640389442444,0.5278640985488892,2.6973982585332124e-06
194,3.5639376640319824,3.5639376640319824,17.944271087646484,17.944271087646484,0.5278640389442444,0.5278640985488892,2.6973982585332124e-06
195,4.903884410858154,4.903883934020996,17.944271087646484,17.944271087646484,0.5278640389442444,0.5278640985488892,2.6973982585332124e-06
196,4.4442458152771,4.444245338439941,17.944271087646484,17.944271087646484,0.5278640389442444,0.5278640985488892,2.6973982585332124e-06
197,3.354562759399414,3.3545618057250977,17.944271087646484,17.944271087646484,0.5278640389442444,0.5278640985488892,2.6973982585332124e-06
198,3.1808595657348633,3.180858612060547,17.944271087646484,17.944271087646484,0.5278640389442444,0.5278640985488892,2.6973982585332124e-06
199,4.192494869232178,4.1924943923950195,17.944271087646484,17.944271087646484,0.5278640389442444,0.5278640985488892,2.6973982585332124e-06
