t,x_true,vx_true,y_true,vy_true,x_obs,y_obs,x_filt,vx_filt,y_filt,vy_filt
152.0,82.50521850585938,3.3808200359344482,265.7973937988281,2.8380138874053955,93.97055053710938,263.5111999511719,84.29399871826172,2.787842273712158,265.36083984375,2.4289450645446777
153.0,85.79586029052734,3.2004599571228027,268.1985168457031,1.9642572402954102,85.7366943359375,277.5700378417969,86.59758758544922,2.6802306175231934,271.3106689453125,3.211364507675171
154.0,89.07588195800781,3.3595831394195557,270.0178527832031,1.674397587776184,103.33574676513672,268.83648681640625,94.33866882324219,3.8048648834228516,272.4752502441406,2.7565207481384277
155.0,92.47654724121094,3.441744089126587,271.906982421875,2.103853225708008,90.78826904296875,272.0856018066406,95.49563598632812,3.2164440155029297,274.0991516113281,2.504826545715332
156.0,95.93482971191406,3.4748218059539795,273.53607177734375,1.1543188095092773,93.84845733642578,279.17608642578125,96.96117401123047,2.8273539543151855,277.5299377441406,2.7105956077575684
157.0,99.58805084228516,3.831616163253784,274.2217712402344,0.21706867218017578,102.38008117675781,267.8825988769531,100.72148895263672,3.0346782207489014,275.79168701171875,1.7219603061676025
158.0,103.61227416992188,4.216821670532227,273.98046875,-0.6996654272079468,107.65283203125,275.3243408203125,105.15896606445312,3.34641170501709,276.7254943847656,1.5468162298202515
159.0,107.81864166259766,4.195915699005127,273.37164306640625,-0.5179868340492249,109.60843658447266,275.0089416503906,108.90248107910156,3.4346563816070557,277.0975036621094,1.2857469320297241
160.0,111.60272216796875,3.372244119644165,272.2850036621094,-1.6553113460540771,111.23405456542969,276.97857666015625,111.94002532958984,3.346410036087036,277.8775634765625,1.1733739376068115
161.0,114.8552017211914,3.1327176094055176,270.7983703613281,-1.3179876804351807,108.20870971679688,269.6675720214844,112.73845672607422,2.7801918983459473,275.67291259765625,0.4227049946784973
162.0,117.76029968261719,2.677478075027466,269.1091003417969,-2.0605616569519043,111.1690444946289,268.4101257324219,113.95278930664062,2.4322237968444824,273.3288269042969,-0.1921338438987732
163.0,120.39698791503906,2.595911741256714,266.6777038574219,-2.8022868633270264,123.03518676757812,262.9098815917969,118.7790756225586,2.964237928390503,269.4550476074219,-1.010278344154358
164.0,122.5725326538086,1.7551906108856201,264.0455322265625,-2.4620773792266846,124.05827331542969,268.5348815917969,122.57669830322266,3.1494345664978027,268.4772033691406,-1.0030689239501953
165.0,124.58941650390625,2.278578281402588,261.3562316894531,-2.916553020477295,123.41683959960938,256.43975830078125,124.89479064941406,2.964690923690796,263.5017395019531,-1.8858180046081543
166.0,126.5083236694336,1.5592331886291504,257.8723449707031,-4.051208019256592,123.79267120361328,262.1492004394531,126.39543151855469,2.639346122741699,261.80792236328125,-1.8431568145751953
167.0,128.11227416992188,1.6486808061599731,253.95584106445312,-3.7817845344543457,134.69407653808594,249.38351440429688,131.07212829589844,3.092090129852295,256.155517578125,-2.6896557807922363
168.0,130.4425048828125,3.011765480041504,249.84793090820312,-4.434030532836914,124.26760864257812,252.4417724609375,130.6014404296875,2.3003616333007812,253.09719848632812,-2.771583318710327
169.0,133.5404052734375,3.184022903442383,245.77349853515625,-3.714816093444824,130.3011474609375,234.92042541503906,131.96556091308594,2.0923099517822266,244.77975463867188,-4.00399923324585
170.0,136.36532592773438,2.4658172130584717,241.6825408935547,-4.467108249664307,130.0718994140625,241.6170654296875,132.6229248046875,1.7734317779541016,241.07862854003906,-3.936694622039795
171.0,138.80943298339844,2.4223995208740234,237.02291870117188,-4.85214900970459,134.21435546875,242.79563903808594,134.33084106445312,1.7588711977005005,239.17727661132812,-3.484398365020752
172.0,141.24050903320312,2.4397661685943604,231.83006286621094,-5.533562183380127,142.81301879882812,234.7777099609375,138.51010131835938,2.296736240386963,235.36341857910156,-3.5576112270355225
173.0,143.70477294921875,2.488750696182251,226.39808654785156,-5.330380916595459,151.83578491210938,224.51490783691406,144.77725219726562,3.1790518760681152,229.1810760498047,-4.14088249206543
174.0,146.17105102539062,2.4437990188598633,220.66665649414062,-6.132483959197998,144.10714721679688,218.3768768310547,146.5706024169922,2.871119737625122,222.6414031982422,-4.673947811126709
175.0,148.97708129882812,3.168243408203125,214.77731323242188,-5.646211624145508,150.86541748046875,223.50880432128906,149.95425415039062,2.9850149154663086,219.96234130859375,-4.230639934539795
176.0,152.4763946533203,3.8303747177124023,209.2314910888672,-5.445424556732178,153.79757690429688,211.7839813232422,153.24826049804688,3.0536794662475586,214.31053161621094,-4.546457767486572
177.0,156.22805786132812,3.672978639602661,203.46539306640625,-6.086772918701172,153.9278106689453,198.5038299560547,155.44725036621094,2.8637490272521973,205.71038818359375,-5.447277069091797
178.0,160.1600799560547,4.191074371337891,197.24940490722656,-6.34519624710083,153.67929077148438,195.00807189941406,156.64358520507812,2.4932119846343994,198.3712921142578,-5.867680072784424
179.0,164.46302795410156,4.4148383140563965,191.03297424316406,-6.087667465209961,168.03988647460938,190.7489776611328,162.34190368652344,3.2054593563079834,191.8719482421875,-6.008050918579102
180.0,168.63565063476562,3.9304165840148926,184.95059204101562,-6.077110290527344,172.93812561035156,179.5919189453125,168.20803833007812,3.796720266342163,183.60598754882812,-6.509808540344238
181.0,172.94432067871094,4.686929702758789,179.16641235351562,-5.491232872009277,167.16140747070312,180.6413116455078,170.2611541748047,3.4092519283294678,178.37242126464844,-6.226197719573975
182.0,177.42872619628906,4.281860828399658,173.36036682128906,-6.120882511138916,184.19825744628906,179.34423828125,177.46043395996094,4.251479625701904,174.7375030517578,-5.650356769561768
183.0,181.88119506835938,4.623091220855713,167.7592315673828,-5.081387519836426,183.74990844726562,164.0994873046875,182.44558715820312,4.414519309997559,167.2915802001953,-6.0493693351745605
184.0,186.5418243408203,4.698172092437744,162.97772216796875,-4.481618881225586,189.67703247070312,160.96426391601562,187.87420654296875,4.639873504638672,161.14215087890625,-6.071605682373047
185.0,191.01507568359375,4.248338222503662,158.82540893554688,-3.823012113571167,192.81788635253906,164.4260711669922,192.6234588623047,4.664177894592285,158.43853759765625,-5.3231635093688965
186.0,194.94114685058594,3.603820323944092,155.33029174804688,-3.1672255992889404,196.38946533203125,156.07041931152344,196.96429443359375,4.5923237800598145,154.17918395996094,-5.086759567260742
187.0,198.53549194335938,3.5848710536956787,152.26104736328125,-2.971259593963623,198.09768676757812,149.60101318359375,200.3114013671875,4.315608501434326,149.2755126953125,-5.046072483062744
188.0,201.8738555908203,3.0918703079223633,149.2767791748047,-2.997292995452881,207.0876922607422,152.7151641845703,205.5128631591797,4.512462615966797,147.2843017578125,-4.367215156555176
189.0,204.4839630126953,2.1283397674560547,146.7074432373047,-2.141371011734009,205.27613830566406,145.67218017578125,208.3156280517578,4.1325273513793945,143.90892028808594,-4.146807670593262
190.0,206.66925048828125,2.2422380447387695,144.8673553466797,-1.53879714012146,205.84693908691406,145.7877197265625,210.07171630859375,3.6044304370880127,141.93133544921875,-3.664759397506714
191.0,209.2085723876953,2.83642315864563,143.1898956298828,-1.8161041736602783,217.1682891845703,140.18032836914062,214.93331909179688,3.8838016986846924,138.9555206298828,-3.5116589069366455
192.0,211.907958984375,2.5623397827148438,141.7115936279297,-1.140500545501709,206.33914184570312,135.8861541748047,214.32504272460938,2.8855631351470947,135.60308837890625,-3.476275682449341
193.0,214.3151397705078,2.251993179321289,140.85215759277344,-0.5783605575561523,215.85043334960938,139.14511108398438,216.720947265625,2.776749610900879,134.6533966064453,-2.9148120880126953
194.0,216.3218536376953,1.7614271640777588,140.26988220214844,-0.5862001180648804,218.24127197265625,142.99195861816406,219.04537963867188,2.6762356758117676,135.789794921875,-2.0145423412323
195.0,217.9450225830078,1.4848946332931519,140.3721466064453,0.7907322645187378,218.98635864257812,145.720947265625,220.73692321777344,2.4574148654937744,138.07569885253906,-1.0588867664337158
196.0,219.23934936523438,1.1037461757659912,141.19317626953125,0.8513302206993103,221.66651916503906,140.22625732421875,222.64431762695312,2.3351895809173584,138.17221069335938,-0.8021314144134521
197.0,220.32376098632812,1.0650677680969238,141.76272583007812,0.28774702548980713,226.64642333984375,146.21636962890625,225.57958984375,2.4685428142547607,140.55474853515625,-0.09442877769470215
198.0,221.215087890625,0.7175905704498291,142.26974487304688,0.7262903451919556,222.8791046142578,144.27439880371094,226.18727111816406,2.055021047592163,141.83338928222656,0.21069693565368652
199.0,221.8679962158203,0.5882182717323303,143.39663696289062,1.5274981260299683,223.21327209472656,146.81248474121094,226.4318389892578,1.6526992321014404,143.76071166992188,0.5921691060066223
